Age,dAge,S2,S5ESP,dS5ESP,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,dRecodeCredit,dBrand,dCreditProvider,S10,S10r7oe,NPS,Reason,CSAT,CES,Brand-Opinion,Q6ar1,Q6ar2,Q6ar3,Q6ar4,Q6br1,Q6br2,Q6br3,Q6br4,Q6br5,Q6br6,Q7r1,Q7r2,Q7r3,Q7b,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,cluster_final
53,5,2,17,5,0,1,0,0,0,0,0,4,126.0,2.0,3.0,,10.0,Es fiable,10.0,7.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,9.0,10.0,4.0,5.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,5
53,5,2,11,1,0,1,1,0,0,0,0,5,369.0,3.0,3.0,,8.0,en la financiacion que no sea solo a fin de mes,8.0,6.0,7.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,2.0,2.0,2.0,2.0,3.0,3
53,5,1,12,3,0,1,0,0,0,0,0,4,76.0,1.0,3.0,,8.0,Más información personal sobre las condiciones,8.0,6.0,8.0,7.0,7.0,8.0,11.0,9.0,8.0,10.0,7.0,10.0,11.0,9.0,8.0,9.0,7.0,3.0,3.0,3.0,3.0,3.0,3
53,5,2,15,2,0,1,0,0,0,0,0,5,346.0,1.0,1.0,,10.0,Intereses bajos,10.0,7.0,10.0,11.0,10.0,9.0,11.0,11.0,10.0,10.0,10.0,11.0,9.0,10.0,10.0,9.0,10.0,2.0,1.0,1.0,2.0,2.0,3
53,5,1,1,6,1,0,0,0,0,0,0,5,52.0,5.0,1.0,,9.0,Me lo conceden pronto,8.0,6.0,7.0,11.0,12.0,10.0,10.0,9.0,8.0,8.0,7.0,10.0,10.0,10.0,9.0,10.0,9.0,1.0,1.0,3.0,1.0,2.0,5
53,5,1,4,5,0,1,0,0,0,0,0,5,369.0,3.0,3.0,,8.0,Los plazos mas pequeños y las cuotas,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,6.0,10.0,9.0,10.0,10.0,6.0,2.0,3.0,3.0,3.0,3.0,1
53,5,1,1,6,0,1,1,0,0,0,0,5,370.0,3.0,3.0,,9.0,Facilidad de pagos y comisiones bajas,9.0,6.0,10.0,9.0,8.0,11.0,11.0,11.0,9.0,10.0,11.0,10.0,9.0,11.0,10.0,11.0,10.0,1.0,2.0,2.0,3.0,2.0,5
53,5,1,15,2,1,0,0,0,0,0,0,4,43.0,1.0,5.0,,6.0,Tienen comisiones algo altas,5.0,4.0,6.0,8.0,5.0,6.0,9.0,7.0,3.0,6.0,6.0,9.0,9.0,6.0,8.0,7.0,5.0,2.0,3.0,3.0,3.0,3.0,1
53,5,2,10,4,0,1,1,0,0,0,0,5,43.0,1.0,7.0,Para pagar pólizas de seguros,8.0,No sé,8.0,5.0,8.0,10.0,1.0,6.0,11.0,10.0,9.0,9.0,7.0,11.0,11.0,8.0,10.0,7.0,6.0,3.0,4.0,4.0,4.0,4.0,2
53,5,1,14,2,0,1,1,0,0,0,0,5,76.0,1.0,5.0,,8.0,MÁS ATENCION PERSONAL EN OFICINA,9.0,4.0,8.0,10.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,10.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,3
53,5,2,14,2,0,0,0,1,0,0,0,4,337.0,4.0,1.0,,10.0,Rapidez en la gestión,10.0,7.0,10.0,11.0,11.0,11.0,11.0,2.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
53,5,2,15,2,0,0,0,0,0,1,0,4,126.0,5.0,1.0,,10.0,Variedad de oportunidades dw bajo coste y intereses,10.0,7.0,10.0,11.0,7.0,9.0,11.0,10.0,9.0,11.0,9.0,9.0,11.0,11.0,9.0,9.0,10.0,1.0,1.0,2.0,2.0,2.0,3
53,5,2,15,2,0,0,1,0,0,0,0,4,373.0,3.0,4.0,,6.0,Interés,6.0,3.0,4.0,6.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,2.0,4.0,1
53,5,2,15,2,0,0,0,1,0,0,0,4,21.0,1.0,7.0,,7.0,Precio,6.0,4.0,6.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,5.0,7.0,6.0,3.0,5.0,7.0,7.0,3.0,2.0,3.0,3.0,1.0,1
53,5,2,17,5,0,0,0,0,1,0,0,4,52.0,1.0,,,7.0,En la ampliación de créditos,7.0,6.0,8.0,10.0,11.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,2.0,2.0,3.0,2.0,3.0,5
53,5,2,9,5,1,0,0,0,0,1,0,5,126.0,5.0,1.0,,8.0,ofertas mas interesantes y atractivas,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0,2
53,5,1,1,6,0,0,1,0,0,0,0,5,370.0,3.0,3.0,,8.0,"La veo correcta, quizás que las comisiones se elevan mucho",9.0,7.0,9.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,7.0,8.0,10.0,9.0,10.0,10.0,9.0,2.0,3.0,1.0,2.0,1.0,5
53,5,1,7,4,1,1,1,1,0,0,0,5,126.0,5.0,2.0,,2.0,Intransigentes y mal educados en el trato con el cliente,0.0,1.0,1.0,1.0,12.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,0
53,5,1,5,7,1,1,0,0,0,0,0,5,227.0,3.0,3.0,,10.0,LOS PLAZOS Y EL TIPO DE INTERES TAE,10.0,7.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
53,5,1,17,5,1,1,0,0,0,0,0,5,346.0,1.0,1.0,,10.0,santander super bank,10.0,7.0,10.0,11.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,2.0,1.0,5
53,5,1,12,3,0,0,0,0,1,0,0,4,230.0,1.0,,,8.0,Funciona muy bien,8.0,7.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,1.0,7.0,10.0,9.0,9.0,9.0,8.0,2.0,2.0,2.0,1.0,2.0,4
53,5,1,9,5,1,0,0,0,0,0,0,4,230.0,1.0,1.0,,10.0,Facilidad,9.0,7.0,10.0,6.0,1.0,6.0,11.0,6.0,6.0,6.0,6.0,11.0,11.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,1
53,5,1,12,3,1,0,0,0,0,0,0,4,230.0,1.0,1.0,,9.0,Las tasas de interés son de las mejores de todo el mercado,9.0,7.0,9.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,2.0,2.0,2.0,2.0,3.0,3
53,5,2,17,5,0,0,0,0,0,1,0,4,392.0,4.0,1.0,,8.0,Precio,8.0,6.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,2.0,2.0,2.0,2.0,3
53,5,2,11,1,1,0,0,0,0,0,0,4,164.0,3.0,3.0,,6.0,Usura,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,0
53,5,1,8,4,0,1,0,0,0,0,0,4,348.0,1.0,6.0,,10.0,facilidad,8.0,6.0,8.0,11.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,11.0,10.0,9.0,10.0,11.0,8.0,1.0,1.0,1.0,1.0,1.0,5
53,5,1,8,4,0,1,0,1,0,0,0,5,337.0,4.0,1.0,,9.0,"El pago, las condiciones, el trato como cliente.",9.0,7.0,10.0,11.0,12.0,8.0,11.0,11.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,2.0,2.0,2.0,2.0,5
53,5,1,9,5,1,0,1,1,0,0,0,5,392.0,4.0,1.0,,7.0,En mejorar % de financiacion,7.0,5.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0,2
53,5,2,11,1,1,0,0,0,0,0,0,4,230.0,1.0,6.0,,9.0,"Poder pagar el préstamo,la cantidad que yo quiero",10.0,7.0,10.0,12.0,2.0,11.0,11.0,11.0,9.0,9.0,7.0,11.0,11.0,11.0,11.0,11.0,9.0,1.0,1.0,1.0,1.0,1.0,3
53,5,1,1,6,1,0,1,0,0,0,0,5,146.0,3.0,3.0,,9.0,Muy rapido todo,9.0,7.0,9.0,11.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
53,5,2,12,3,0,0,1,0,0,0,0,4,370.0,3.0,3.0,,0.0,Intereses abusivos y poca transparencia,2.0,5.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,0
53,5,1,8,4,1,0,0,0,0,0,0,4,126.0,2.0,5.0,,7.0,mas claridad en la web,7.0,5.0,7.0,6.0,7.0,8.0,7.0,7.0,5.0,6.0,6.0,8.0,7.0,8.0,7.0,9.0,4.0,2.0,3.0,3.0,4.0,4.0,1
53,5,1,9,5,1,0,0,1,0,0,0,5,126.0,2.0,2.0,,8.0,Inetereses,7.0,5.0,7.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2
54,5,2,17,5,0,1,0,0,0,0,0,5,397.0,1.0,6.0,,10.0,Muchos elementos,10.0,7.0,10.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
54,5,2,8,4,0,0,0,0,0,1,0,4,353.0,5.0,1.0,,10.0,que es muy fácil trabajar con ellos,10.0,7.0,10.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
54,5,2,9,5,1,1,0,0,0,0,0,5,76.0,1.0,6.0,,10.0,"información, servicio",10.0,7.0,8.0,9.0,12.0,6.0,9.0,10.0,6.0,10.0,6.0,10.0,10.0,9.0,6.0,6.0,8.0,3.0,3.0,4.0,4.0,4.0,2
54,5,1,12,3,0,1,0,0,0,0,0,4,373.0,3.0,3.0,,6.0,Good service,6.0,5.0,7.0,4.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,4.0,5.0,2.0,4.0,3.0,7.0,3.0,3.0,4.0,1.0,3.0,1
54,5,1,1,6,0,1,0,1,0,0,0,5,52.0,5.0,2.0,,5.0,no temgo ningun beneficio,3.0,7.0,5.0,1.0,11.0,12.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,3.0,3.0,11.0,10.0,4.0,4.0,3.0,4.0,4.0,2
54,5,1,1,6,0,0,0,0,0,1,0,5,392.0,4.0,2.0,,8.0,En serio más rápido de tramitar y en pedir menos cosas para el tramite,7.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0,1
54,5,1,2,2,1,1,0,1,0,1,0,5,475.0,4.0,1.0,,9.0,De momento todo ha ido según lo paztado.,9.0,2.0,10.0,11.0,10.0,10.0,11.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,3.0,2.0,3
54,5,1,5,7,0,1,0,0,0,0,0,4,275.0,3.0,6.0,,5.0,a´DKFPPAHH,1.0,2.0,1.0,3.0,12.0,12.0,12.0,5.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,0
54,5,2,1,6,0,1,0,0,0,0,0,5,76.0,1.0,4.0,,9.0,Facilidad y su atención personalizada,10.0,1.0,9.0,1.0,5.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,1.0,2.0,1.0,2.0,2.0,2
54,5,2,1,6,0,0,1,0,0,0,0,4,993.0,3.0,3.0,,8.0,Precios más competitivos,8.0,5.0,8.0,7.0,7.0,6.0,9.0,8.0,6.0,6.0,6.0,9.0,9.0,8.0,9.0,9.0,5.0,2.0,2.0,3.0,2.0,3.0,2
54,5,2,14,2,1,0,0,0,0,0,0,4,991.0,1.0,4.0,,7.0,Mejorar en la comunicación con los clientes,7.0,6.0,7.0,8.0,9.0,7.0,8.0,9.0,7.0,8.0,5.0,9.0,9.0,8.0,8.0,9.0,6.0,3.0,3.0,3.0,3.0,4.0,1
54,5,1,14,2,1,1,1,1,0,0,0,5,78.0,5.0,2.0,,7.0,Nos tuvieron un fin de semana sin confirmar y el coche se quedó en el concesionario,7.0,5.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,4.0,3.0,4.0,1
54,5,2,15,2,0,0,1,0,0,0,0,4,373.0,3.0,3.0,,9.0,Fidelización y servicio postventa,9.0,6.0,9.0,10.0,9.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,1.0,2.0,3
54,5,2,12,3,0,1,0,0,1,0,0,5,346.0,1.0,5.0,,10.0,Las cuotas y comisiones,10.0,7.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
54,5,2,9,5,1,1,0,0,0,1,0,5,392.0,4.0,1.0,,10.0,"Cómodas cuotas, fácil financiación",10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
54,5,1,3,1,0,0,0,0,1,0,0,4,126.0,2.0,,,6.0,"Lo recomendaría , pero no mucho x que son unos sinvergüenzas, ladrones como todos los bancos",6.0,5.0,6.0,6.0,1.0,3.0,5.0,7.0,2.0,1.0,7.0,3.0,7.0,8.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,1
54,5,2,2,2,0,0,0,1,0,0,0,4,126.0,2.0,1.0,,9.0,facilidad de comunicacion,9.0,7.0,9.0,8.0,12.0,9.0,10.0,9.0,6.0,6.0,6.0,9.0,11.0,10.0,6.0,9.0,5.0,2.0,2.0,2.0,3.0,4.0,3
54,5,2,12,3,0,1,0,0,0,0,0,5,346.0,1.0,5.0,,10.0,"No cobra comisiones, atención oportuna, solución de incidencias rápidas",10.0,6.0,9.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,2.0,1.0,1.0,1.0,1.0,3
54,5,2,17,5,1,0,0,0,0,0,0,4,126.0,5.0,1.0,,5.0,Pues sale muy caro,1.0,6.0,2.0,9.0,10.0,8.0,11.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,0
54,5,1,3,1,1,0,1,0,0,0,0,5,370.0,3.0,3.0,,9.0,Fácil tramitación del préstamo,9.0,6.0,9.0,9.0,7.0,9.0,9.0,8.0,6.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,3.0,2.0,3.0,3.0,2.0,4.0,3
54,5,2,12,3,1,0,0,0,0,0,0,4,348.0,1.0,7.0,Reagrupación de deuda,9.0,Me han tratado muy bien.,9.0,6.0,9.0,11.0,12.0,9.0,11.0,11.0,6.0,6.0,6.0,10.0,10.0,10.0,6.0,10.0,5.0,2.0,2.0,2.0,2.0,4.0,3
54,5,2,17,5,0,0,0,1,0,1,0,5,412.0,4.0,1.0,,10.0,Me gusta la oferta contrastada,10.0,7.0,10.0,11.0,10.0,11.0,8.0,10.0,10.0,10.0,9.0,10.0,6.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,5
54,5,1,12,3,0,1,0,0,1,1,0,5,348.0,1.0,,,6.0,"precio, dificultad, clausulas poco claras",5.0,3.0,5.0,4.0,2.0,4.0,9.0,5.0,3.0,6.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1
54,5,1,1,6,1,0,0,0,0,0,0,4,230.0,1.0,5.0,,9.0,La atención y profesionalidad de los agentes,10.0,7.0,10.0,11.0,9.0,9.0,11.0,10.0,9.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0,9.0,2.0,2.0,2.0,3.0,3.0,5
54,5,2,12,3,1,1,0,0,0,0,0,5,230.0,1.0,1.0,,10.0,Las condiciones fueron muy buenas,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
54,5,2,13,6,0,0,0,1,0,0,0,4,469.0,5.0,1.0,,9.0,que ha sido muy fiable y perfecto para adquirir el coche sin agobios,9.0,6.0,8.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,5
54,5,1,1,6,0,1,0,0,1,0,0,5,126.0,2.0,2.0,,9.0,bien,9.0,6.0,9.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,8.0,10.0,9.0,8.0,2.0,2.0,2.0,3.0,3.0,3
55,6,2,12,3,1,0,0,0,0,0,0,4,373.0,3.0,3.0,,10.0,Una buena compra y facilidad de pago,10.0,7.0,10.0,10.0,8.0,6.0,9.0,8.0,8.0,10.0,8.0,9.0,9.0,6.0,8.0,7.0,10.0,2.0,2.0,2.0,3.0,2.0,3
55,6,1,12,3,0,0,0,1,0,0,0,4,353.0,5.0,1.0,,0.0,No me gusta como funciona,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,0
55,6,1,9,5,1,1,0,0,0,0,0,5,43.0,1.0,6.0,,8.0,mejores productos a la hora de remunerar,9.0,6.0,8.0,9.0,10.0,10.0,11.0,10.0,8.0,7.0,6.0,9.0,9.0,9.0,7.0,10.0,6.0,2.0,3.0,2.0,2.0,3.0,1
55,6,2,1,6,1,0,0,0,0,0,0,5,354.0,2.0,3.0,,5.0,Muchos intereses,6.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,4.0,4.0,4.0,2.0,6.0,5.0,5.0,6.0,7.0,3.0,3.0,3.0,3.0,3.0,2
55,6,1,12,3,1,1,0,0,0,0,0,5,44.0,2.0,4.0,,10.0,La facilidad para solicitar el préstamo,10.0,7.0,10.0,10.0,11.0,11.0,11.0,9.0,8.0,9.0,7.0,9.0,8.0,9.0,9.0,9.0,10.0,1.0,2.0,1.0,2.0,2.0,3
55,6,1,1,6,0,1,1,0,0,0,0,5,43.0,1.0,6.0,,10.0,Cercanía,9.0,6.0,8.0,8.0,6.0,10.0,10.0,6.0,3.0,6.0,6.0,6.0,9.0,10.0,6.0,8.0,5.0,3.0,2.0,2.0,2.0,2.0,1
55,6,1,12,3,0,0,1,1,0,0,0,5,353.0,5.0,1.0,,2.0,No me gusta su gestión con los clientes,2.0,2.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,0
55,6,1,1,6,1,0,0,0,0,0,0,4,76.0,1.0,6.0,,9.0,La facilidad y el buen trato,9.0,6.0,9.0,10.0,7.0,10.0,12.0,10.0,11.0,9.0,9.0,10.0,10.0,8.0,10.0,10.0,9.0,2.0,3.0,1.0,3.0,3.0,2
55,6,1,12,3,0,0,0,1,0,0,0,4,126.0,5.0,1.0,,9.0,Poco papeleo,9.0,5.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,3.0,2.0,3
55,6,2,4,5,0,0,1,0,0,0,0,4,993.0,3.0,7.0,pagar tratamiento dental,8.0,no veo nada negativo,8.0,7.0,9.0,6.0,6.0,9.0,12.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,5.0,1.0,3.0,4.0,4.0,4.0,2
55,6,1,1,6,0,1,0,0,0,0,0,5,348.0,1.0,4.0,,8.0,Bajar tipos de interes,8.0,6.0,9.0,8.0,9.0,9.0,11.0,9.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2.0,2.0,5
55,6,2,13,6,1,0,0,1,0,0,0,5,78.0,5.0,1.0,,8.0,Para mi esta perfecto como está,8.0,6.0,8.0,8.0,9.0,9.0,11.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,4.0,9.0,8.0,1.0,2.0,1.0,1.0,1.0,3
55,6,1,13,6,0,1,0,0,0,0,0,4,52.0,1.0,3.0,,7.0,Mejores tipos de interés en depósitos y fondos,7.0,6.0,7.0,6.0,9.0,10.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,7.0,6.0,7.0,6.0,4.0,4.0,3.0,4.0,3.0,2
55,6,1,7,4,0,0,1,0,0,0,0,4,298.0,3.0,5.0,,9.0,que no tube ningun problema,10.0,7.0,9.0,11.0,9.0,11.0,11.0,11.0,11.0,10.0,11.0,9.0,10.0,10.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,2.0,3
55,6,1,1,6,1,0,1,0,0,0,0,5,223.0,3.0,3.0,,10.0,la facilidad para elegir la manera de pagar,10.0,7.0,10.0,11.0,8.0,11.0,11.0,10.0,9.0,8.0,8.0,11.0,11.0,9.0,11.0,11.0,8.0,1.0,2.0,2.0,3.0,3.0,5
55,6,1,4,5,0,1,0,0,0,0,0,5,418.0,2.0,7.0,Vengo city Bank,6.0,Costoso,6.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,6.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,0
55,6,1,10,4,0,1,0,1,0,0,0,5,52.0,1.0,1.0,,9.0,seguridad,9.0,6.0,9.0,9.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,3
55,6,1,6,1,0,1,0,0,0,0,0,5,344.0,1.0,3.0,,10.0,muy eficiente y rapido,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,3
55,6,1,6,1,0,0,1,0,0,0,0,4,266.0,3.0,3.0,,9.0,Lo ponen todo muy fácil,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,8.0,8.0,10.0,3.0,2.0,2.0,2.0,2.0,3
55,6,2,14,2,1,0,1,0,0,0,0,5,126.0,5.0,2.0,,7.0,No ser tan pesados para que aceptes más prestamos,7.0,6.0,7.0,7.0,6.0,7.0,9.0,9.0,9.0,7.0,7.0,8.0,9.0,3.0,8.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,1
55,6,2,14,2,0,0,0,1,0,0,0,4,353.0,5.0,2.0,,10.0,Rapidez en los trámites buen trato y facilidad,10.0,7.0,9.0,11.0,9.0,10.0,10.0,9.0,9.0,5.0,8.0,6.0,6.0,9.0,9.0,10.0,7.0,2.0,2.0,2.0,4.0,3.0,3
55,6,1,1,6,0,1,1,0,0,0,0,5,373.0,3.0,3.0,,6.0,no deja de ser una tarjeta de credito capada,7.0,6.0,7.0,4.0,4.0,4.0,8.0,4.0,4.0,8.0,4.0,6.0,6.0,9.0,6.0,8.0,3.0,3.0,4.0,4.0,4.0,4.0,2
55,6,2,14,2,1,0,0,0,0,0,0,4,378.0,3.0,3.0,,8.0,"No lo se, la uso poco y funciona bien",9.0,5.0,8.0,6.0,12.0,12.0,9.0,2.0,2.0,6.0,7.0,6.0,6.0,4.0,8.0,9.0,5.0,2.0,2.0,4.0,2.0,4.0,1
55,6,2,14,2,0,0,1,0,0,0,0,5,382.0,3.0,3.0,,8.0,Funciona bien no sé en qué podría mejorar,9.0,7.0,9.0,11.0,2.0,7.0,10.0,8.0,6.0,8.0,5.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,2.0,3.0,2.0,3.0,3
55,6,2,14,2,0,0,1,0,0,0,0,4,171.0,3.0,3.0,,10.0,rapidez y sencillez,10.0,7.0,10.0,11.0,3.0,6.0,11.0,7.0,6.0,8.0,6.0,11.0,10.0,8.0,8.0,3.0,10.0,2.0,3.0,2.0,3.0,3.0,3
55,6,2,15,2,0,0,0,0,0,1,0,4,44.0,2.0,1.0,,7.0,"No lo sé, mejorar el precio?",7.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,7.0,3.0,4.0,3.0,3.0,3.0,1
55,6,2,15,2,0,1,0,0,0,1,0,5,412.0,4.0,1.0,,10.0,Facilidad de contrato y de pago,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,2.0,1.0,1.0,2.0,3
55,6,2,2,2,0,0,0,0,1,0,0,5,21.0,1.0,,,5.0,Te anuncian que es sin intereses y la realidad es bien distinta,4.0,2.0,3.0,4.0,5.0,4.0,7.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,0
55,6,2,15,2,0,1,0,0,0,0,0,5,85.0,2.0,3.0,,5.0,Por usar los datos del consumo,5.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,6.0,7.0,3.0,3.0,4.0,3.0,2.0,4.0,1
55,6,1,12,3,1,0,0,0,1,0,0,5,346.0,1.0,2.0,,7.0,En no poner tantas trabas,7.0,4.0,7.0,8.0,9.0,8.0,9.0,8.0,6.0,7.0,6.0,9.0,9.0,9.0,6.0,6.0,5.0,1.0,3.0,3.0,2.0,3.0,1
55,6,1,16,2,0,0,0,1,0,0,0,4,78.0,5.0,1.0,,6.0,Muy caro,5.0,4.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1
55,6,2,2,2,0,0,1,0,0,0,0,5,370.0,3.0,3.0,,9.0,La posibilidad de pagar en cómodos plazos una compra importante.,9.0,6.0,9.0,10.0,5.0,7.0,9.0,9.0,7.0,8.0,3.0,9.0,9.0,10.0,10.0,9.0,8.0,1.0,2.0,2.0,3.0,3.0,1
55,6,2,12,3,0,0,1,0,0,0,0,4,370.0,3.0,3.0,,10.0,Recompensa por utilizar la tarjeta,10.0,7.0,9.0,7.0,6.0,9.0,9.0,9.0,8.0,6.0,4.0,9.0,9.0,9.0,7.0,9.0,4.0,2.0,4.0,3.0,4.0,4.0,3
